"","X1B.Season","X1B.Name","X1B.Team.x","X1B.G","X1B.AB","X1B.PA","X1B.H","X1B.B1","X1B.B2","X1B.B3","X1B.HR","X1B.R","X1B.RBI","X1B.BB","X1B.IBB","X1B.SO","X1B.HBP","X1B.SF","X1B.SH","X1B.GDP","X1B.SB","X1B.CS","X1B.AVG","X1B.BB_perc","X1B.K_perc","X1B.ISO","X1B.BABIP","X1B.OBP","X1B.SLG","X1B.wOBA","X1B.wRC.","X1B.BsR","X1B.Off","X1B.WAR","X1B.Team.y","X1B.Position","X1B.score","X1B.perPA","X1B.perAB"
"67",2023,"Patrick Wisdom","CHC",97,268,302,55,23,8,1,23,43,46,30,0,111,2,1,1,4,4,2,0.205,0.099,0.368,0.295,0.237,0.289,0.5,0.333,109,0.3,3.8,0.7,"CHC","1B",146,0.483443708609272,0.544776119402985
"68",2023,"Miguel Vargas","LAD",81,256,304,50,24,15,4,7,36,32,38,1,61,4,4,1,1,3,2,0.195,0.125,0.201,0.172,0.224,0.305,0.367,0.295,85,0.5,-5.1,0.1,"LAD","1B",143,0.470394736842105,0.55859375
"69",2023,"Rowdy Tellez","MIL",106,311,351,67,44,9,1,13,26,47,35,2,86,0,5,0,11,0,0,0.215,0.1,0.245,0.161,0.249,0.291,0.376,0.288,78,-4,-13.5,-0.9,"MIL","1B",141,0.401709401709402,0.453376205787781
"70",2023,"Yasmani Grandal","CHW",118,363,405,85,63,14,0,8,33,33,36,1,86,4,2,0,11,0,0,0.234,0.089,0.212,0.105,0.284,0.309,0.339,0.288,80,-6.1,-16,-0.1,"CHW","1B",140,0.345679012345679,0.385674931129477
"71",2023,"C.J. Cron","2 Tms",71,258,278,64,40,12,0,12,38,37,17,0,65,1,2,0,13,0,0,0.248,0.061,0.234,0.186,0.284,0.295,0.434,0.312,82,-5.3,-11.3,-0.5,"2 Tms","1B",139,0.5,0.538759689922481
"72",2023,"Kris Bryant","COL",80,300,335,70,50,10,0,10,36,31,29,0,68,6,0,0,6,0,0,0.233,0.087,0.203,0.133,0.27,0.313,0.367,0.302,73,-2.2,-13.5,-1.2,"COL","1B",138,0.411940298507463,0.46
"73",2023,"Gavin Sheets","CHW",118,311,344,63,43,10,0,10,24,43,28,2,66,1,4,0,6,1,0,0.203,0.081,0.192,0.129,0.222,0.267,0.331,0.261,61,-0.3,-16.4,-1.4,"CHW","1B",135,0.392441860465116,0.434083601286174
"74",2023,"Owen Miller","MIL",90,291,314,76,54,17,0,5,29,27,17,1,61,2,4,0,6,13,2,0.261,0.054,0.194,0.11,0.31,0.303,0.371,0.292,81,1.8,-5.7,0.9,"MIL","1B",134,0.426751592356688,0.460481099656357
"75",2023,"Kevin Newman","CIN",74,225,253,57,38,16,0,3,28,28,17,0,34,4,5,2,7,8,1,0.253,0.067,0.134,0.111,0.28,0.311,0.364,0.296,78,0,-6.8,0,"CIN","1B",129,0.509881422924901,0.573333333333333
"76",2023,"Emmanuel Rivera","ARI",86,257,283,67,50,13,0,4,32,29,22,0,56,0,4,0,9,1,0,0.261,0.078,0.198,0.097,0.313,0.314,0.358,0.295,83,-1.5,-7.4,0.3,"ARI","1B",120,0.424028268551237,0.466926070038911
"77",2023,"Christian Encarnacion-St...","CIN",63,222,241,60,40,7,0,13,29,37,14,0,69,5,0,0,5,2,0,0.27,0.058,0.286,0.207,0.336,0.328,0.477,0.346,112,-2.4,1.3,0.5,"CIN","1B",119,0.493775933609959,0.536036036036036
"78",2023,"Joey Votto","CIN",65,208,242,42,22,6,0,14,26,38,27,0,62,7,0,0,2,0,0,0.202,0.112,0.256,0.231,0.212,0.314,0.433,0.326,98,-0.6,-1.1,0,"CIN","1B",119,0.491735537190083,0.572115384615385
"79",2023,"Nicky Lopez","2 Tms",94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,0.231,0.099,0.153,0.076,0.276,0.326,0.307,0.288,77,0.3,-7.1,1.1,"2 Tms","1B",118,0.450381679389313,0.524444444444444
"80",2023,"Christian Vázquez","MIN",102,327,355,73,54,13,0,6,34,32,25,1,82,1,1,1,11,1,0,0.223,0.07,0.231,0.095,0.279,0.28,0.318,0.264,65,-4.4,-19.1,1,"MIN","1B",115,0.323943661971831,0.351681957186544
"81",2023,"Mike Ford","SEA",84,219,251,50,28,6,0,16,32,34,24,0,81,7,1,0,4,0,0,0.228,0.096,0.323,0.247,0.276,0.323,0.475,0.343,123,-2.2,4.7,0.6,"SEA","1B",113,0.450199203187251,0.515981735159817
"82",2023,"Joey Gallo","MIN",111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177,0.145,0.428,0.262,0.244,0.301,0.44,0.32,104,1,2.5,0.7,"MIN","1B",111,0.33433734939759,0.393617021276596
"83",2023,"Aledmys Díaz","OAK",109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,0.229,0.049,0.192,0.108,0.273,0.28,0.337,0.268,72,-3.1,-14.8,-0.4,"OAK","1B",109,0.316860465116279,0.346031746031746
"84",2023,"Pavin Smith","ARI",69,191,228,36,24,5,0,7,26,30,35,0,45,1,0,0,3,1,1,0.188,0.154,0.197,0.136,0.209,0.317,0.325,0.293,81,-0.6,-5.9,-0.8,"ARI","1B",109,0.478070175438596,0.570680628272251
